20,2,sqrt,0.951,0.958,0.966
21,2,sqrt,0.952,0.962,0.969
22,2,sqrt,0.953,0.963,0.971
23,2,sqrt,0.955,0.965,0.967
24,2,sqrt,0.953,0.963,0.964
25,2,sqrt,0.959,0.965,0.966
26,2,sqrt,0.957,0.964,0.966
27,2,sqrt,0.96,0.967,0.968
28,2,sqrt,0.959,0.966,0.966
29,2,sqrt,0.961,0.965,0.964
30,2,sqrt,0.961,0.965,0.968
31,2,sqrt,0.961,0.965,0.969
32,2,sqrt,0.96,0.965,0.968
33,2,sqrt,0.963,0.967,0.97
34,2,sqrt,0.964,0.966,0.97
35,2,sqrt,0.962,0.966,0.971
36,2,sqrt,0.962,0.968,0.97
37,2,sqrt,0.962,0.971,0.968
38,2,sqrt,0.964,0.973,0.969
39,2,sqrt,0.965,0.971,0.968
40,2,sqrt,0.964,0.973,0.97
41,2,sqrt,0.965,0.971,0.971
42,2,sqrt,0.964,0.971,0.97
43,2,sqrt,0.964,0.971,0.969
44,2,sqrt,0.964,0.971,0.971
45,2,sqrt,0.963,0.971,0.972
46,2,sqrt,0.963,0.971,0.971
47,2,sqrt,0.964,0.973,0.97
48,2,sqrt,0.965,0.972,0.97
49,2,sqrt,0.966,0.973,0.97
50,2,sqrt,0.968,0.974,0.97
51,2,sqrt,0.968,0.974,0.971
52,2,sqrt,0.968,0.973,0.971
53,2,sqrt,0.966,0.973,0.974
54,2,sqrt,0.966,0.974,0.973
55,2,sqrt,0.966,0.973,0.972
56,2,sqrt,0.966,0.97,0.972
57,2,sqrt,0.966,0.973,0.971
58,2,sqrt,0.966,0.971,0.971
59,2,sqrt,0.967,0.971,0.971
60,2,sqrt,0.968,0.97,0.971
61,2,sqrt,0.968,0.97,0.972
62,2,sqrt,0.968,0.97,0.972
63,2,sqrt,0.968,0.97,0.971
64,2,sqrt,0.968,0.97,0.972
65,2,sqrt,0.968,0.97,0.972
66,2,sqrt,0.968,0.971,0.973
67,2,sqrt,0.968,0.971,0.972
68,2,sqrt,0.969,0.971,0.973
69,2,sqrt,0.969,0.972,0.972
70,2,sqrt,0.969,0.972,0.972
71,2,sqrt,0.969,0.972,0.973
72,2,sqrt,0.969,0.972,0.973
73,2,sqrt,0.968,0.973,0.972
74,2,sqrt,0.968,0.973,0.972
75,2,sqrt,0.968,0.971,0.973
76,2,sqrt,0.967,0.972,0.972
77,2,sqrt,0.969,0.97,0.973
78,2,sqrt,0.968,0.969,0.974
79,2,sqrt,0.968,0.97,0.973
80,2,sqrt,0.967,0.972,0.973
81,2,sqrt,0.966,0.975,0.973
82,2,sqrt,0.968,0.975,0.971
83,2,sqrt,0.969,0.975,0.974
84,2,sqrt,0.969,0.974,0.973
85,2,sqrt,0.968,0.975,0.974
86,2,sqrt,0.968,0.974,0.975
87,2,sqrt,0.968,0.974,0.976
88,2,sqrt,0.968,0.974,0.975
89,2,sqrt,0.969,0.974,0.974
90,2,sqrt,0.968,0.974,0.972
91,2,sqrt,0.969,0.972,0.972
92,2,sqrt,0.968,0.973,0.973
93,2,sqrt,0.968,0.974,0.972
94,2,sqrt,0.968,0.971,0.973
95,2,sqrt,0.968,0.972,0.973
96,2,sqrt,0.968,0.971,0.973
97,2,sqrt,0.968,0.971,0.973
98,2,sqrt,0.968,0.972,0.974
99,2,sqrt,0.968,0.971,0.974
100,2,sqrt,0.968,0.971,0.974
101,2,sqrt,0.968,0.971,0.974
102,2,sqrt,0.968,0.971,0.974
103,2,sqrt,0.969,0.971,0.974
104,2,sqrt,0.969,0.972,0.975
105,2,sqrt,0.969,0.973,0.975
106,2,sqrt,0.969,0.974,0.976
107,2,sqrt,0.969,0.974,0.976
108,2,sqrt,0.968,0.975,0.976
109,2,sqrt,0.968,0.975,0.976
110,2,sqrt,0.968,0.975,0.976
111,2,sqrt,0.968,0.974,0.976
112,2,sqrt,0.968,0.974,0.976
113,2,sqrt,0.968,0.976,0.976
114,2,sqrt,0.968,0.975,0.977
115,2,sqrt,0.968,0.975,0.977
116,2,sqrt,0.968,0.975,0.977
117,2,sqrt,0.968,0.974,0.976
118,2,sqrt,0.969,0.974,0.977
119,2,sqrt,0.968,0.974,0.977
120,2,sqrt,0.968,0.975,0.974
121,2,sqrt,0.968,0.975,0.976
122,2,sqrt,0.968,0.975,0.976
123,2,sqrt,0.969,0.974,0.975
124,2,sqrt,0.971,0.975,0.975
125,2,sqrt,0.969,0.974,0.975
126,2,sqrt,0.971,0.976,0.976
127,2,sqrt,0.971,0.975,0.977
128,2,sqrt,0.971,0.976,0.977
129,2,sqrt,0.97,0.974,0.975
130,2,sqrt,0.97,0.974,0.976
131,2,sqrt,0.97,0.975,0.975
132,2,sqrt,0.97,0.975,0.976
133,2,sqrt,0.97,0.975,0.978
134,2,sqrt,0.968,0.976,0.978
135,2,sqrt,0.968,0.974,0.979
136,2,sqrt,0.968,0.976,0.977
137,2,sqrt,0.968,0.977,0.977
138,2,sqrt,0.968,0.976,0.977
139,2,sqrt,0.968,0.977,0.977
140,2,sqrt,0.969,0.976,0.977
141,2,sqrt,0.969,0.976,0.976
142,2,sqrt,0.968,0.976,0.977
143,2,sqrt,0.969,0.976,0.977
144,2,sqrt,0.969,0.976,0.977
145,2,sqrt,0.969,0.976,0.976
146,2,sqrt,0.969,0.976,0.976
147,2,sqrt,0.969,0.976,0.975
148,2,sqrt,0.969,0.977,0.976
149,2,sqrt,0.969,0.977,0.976
150,2,sqrt,0.969,0.978,0.976
151,2,sqrt,0.968,0.977,0.976
152,2,sqrt,0.968,0.977,0.975
153,2,sqrt,0.968,0.977,0.975
154,2,sqrt,0.968,0.977,0.975
155,2,sqrt,0.968,0.977,0.976
156,2,sqrt,0.968,0.976,0.976
157,2,sqrt,0.968,0.976,0.976
158,2,sqrt,0.968,0.975,0.976
159,2,sqrt,0.968,0.977,0.976
160,2,sqrt,0.968,0.977,0.976
161,2,sqrt,0.967,0.977,0.976
162,2,sqrt,0.967,0.976,0.976
163,2,sqrt,0.967,0.977,0.976
164,2,sqrt,0.967,0.976,0.976
165,2,sqrt,0.967,0.976,0.976
166,2,sqrt,0.967,0.976,0.977
167,2,sqrt,0.967,0.976,0.977
168,2,sqrt,0.967,0.976,0.977
169,2,sqrt,0.967,0.975,0.977
170,2,sqrt,0.967,0.976,0.977
171,2,sqrt,0.967,0.977,0.977
172,2,sqrt,0.967,0.977,0.976
173,2,sqrt,0.967,0.977,0.976
174,2,sqrt,0.967,0.977,0.977
175,2,sqrt,0.967,0.978,0.976
176,2,sqrt,0.967,0.977,0.976
177,2,sqrt,0.967,0.975,0.976
178,2,sqrt,0.967,0.978,0.977
179,2,sqrt,0.967,0.975,0.977
180,2,sqrt,0.967,0.976,0.977
181,2,sqrt,0.967,0.977,0.977
182,2,sqrt,0.967,0.977,0.976
183,2,sqrt,0.967,0.976,0.976
184,2,sqrt,0.967,0.975,0.977
185,2,sqrt,0.967,0.976,0.977
186,2,sqrt,0.967,0.976,0.977
187,2,sqrt,0.967,0.977,0.977
188,2,sqrt,0.967,0.977,0.977
189,2,sqrt,0.967,0.977,0.977
190,2,sqrt,0.967,0.977,0.977
191,2,sqrt,0.967,0.978,0.977
192,2,sqrt,0.967,0.978,0.977
193,2,sqrt,0.967,0.977,0.977
194,2,sqrt,0.967,0.976,0.977
195,2,sqrt,0.967,0.976,0.977
196,2,sqrt,0.967,0.976,0.977
197,2,sqrt,0.968,0.976,0.977
198,2,sqrt,0.968,0.977,0.976
199,2,sqrt,0.968,0.977,0.976
200,2,sqrt,0.968,0.977,0.976
20,2,log2,0.957,0.964,0.963
21,2,log2,0.954,0.965,0.962
22,2,log2,0.957,0.966,0.963
23,2,log2,0.956,0.969,0.963
24,2,log2,0.958,0.969,0.967
25,2,log2,0.961,0.969,0.966
26,2,log2,0.961,0.966,0.965
27,2,log2,0.957,0.967,0.966
28,2,log2,0.959,0.968,0.965
29,2,log2,0.958,0.968,0.969
30,2,log2,0.96,0.969,0.971
31,2,log2,0.958,0.966,0.97
32,2,log2,0.959,0.969,0.971
33,2,log2,0.959,0.971,0.97
34,2,log2,0.961,0.969,0.969
35,2,log2,0.961,0.97,0.97
36,2,log2,0.963,0.971,0.971
37,2,log2,0.962,0.972,0.972
38,2,log2,0.962,0.972,0.971
39,2,log2,0.962,0.974,0.973
40,2,log2,0.963,0.97,0.974
41,2,log2,0.965,0.974,0.972
42,2,log2,0.964,0.972,0.971
43,2,log2,0.962,0.97,0.969
44,2,log2,0.965,0.973,0.968
45,2,log2,0.966,0.974,0.968
46,2,log2,0.966,0.974,0.969
47,2,log2,0.965,0.972,0.97
48,2,log2,0.965,0.972,0.971
49,2,log2,0.967,0.972,0.972
50,2,log2,0.968,0.972,0.972
51,2,log2,0.966,0.973,0.971
52,2,log2,0.967,0.973,0.97
53,2,log2,0.966,0.973,0.97
54,2,log2,0.966,0.972,0.971
55,2,log2,0.966,0.974,0.971
56,2,log2,0.965,0.974,0.972
57,2,log2,0.966,0.973,0.973
58,2,log2,0.967,0.976,0.973
59,2,log2,0.965,0.976,0.973
60,2,log2,0.965,0.974,0.971
61,2,log2,0.964,0.976,0.972
62,2,log2,0.965,0.974,0.972
63,2,log2,0.967,0.973,0.972
64,2,log2,0.966,0.973,0.972
65,2,log2,0.966,0.971,0.972
66,2,log2,0.965,0.972,0.972
67,2,log2,0.966,0.972,0.973
68,2,log2,0.968,0.972,0.971
69,2,log2,0.967,0.972,0.971
70,2,log2,0.967,0.971,0.972
71,2,log2,0.967,0.973,0.973
72,2,log2,0.966,0.972,0.974
73,2,log2,0.967,0.97,0.973
74,2,log2,0.965,0.973,0.973
75,2,log2,0.966,0.971,0.972
76,2,log2,0.967,0.974,0.971
77,2,log2,0.966,0.974,0.971
78,2,log2,0.966,0.974,0.971
79,2,log2,0.967,0.974,0.971
80,2,log2,0.966,0.973,0.971
81,2,log2,0.965,0.973,0.973
82,2,log2,0.966,0.973,0.973
83,2,log2,0.967,0.974,0.973
84,2,log2,0.966,0.974,0.973
85,2,log2,0.966,0.975,0.972
86,2,log2,0.968,0.974,0.972
87,2,log2,0.967,0.974,0.972
88,2,log2,0.967,0.975,0.972
89,2,log2,0.967,0.975,0.972
90,2,log2,0.966,0.975,0.97
91,2,log2,0.966,0.974,0.971
92,2,log2,0.966,0.975,0.971
93,2,log2,0.968,0.974,0.972
94,2,log2,0.968,0.975,0.972
95,2,log2,0.967,0.975,0.971
96,2,log2,0.967,0.975,0.972
97,2,log2,0.967,0.976,0.972
98,2,log2,0.967,0.975,0.973
99,2,log2,0.967,0.976,0.972
100,2,log2,0.967,0.975,0.973
101,2,log2,0.966,0.975,0.974
102,2,log2,0.967,0.974,0.975
103,2,log2,0.967,0.974,0.975
104,2,log2,0.968,0.974,0.974
105,2,log2,0.967,0.974,0.974
106,2,log2,0.967,0.974,0.973
107,2,log2,0.967,0.974,0.973
108,2,log2,0.967,0.974,0.975
109,2,log2,0.967,0.975,0.976
110,2,log2,0.967,0.975,0.976
111,2,log2,0.967,0.975,0.975
112,2,log2,0.969,0.975,0.975
113,2,log2,0.968,0.975,0.974
114,2,log2,0.967,0.974,0.974
115,2,log2,0.967,0.975,0.974
116,2,log2,0.967,0.974,0.974
117,2,log2,0.966,0.975,0.975
118,2,log2,0.966,0.975,0.975
119,2,log2,0.967,0.974,0.976
120,2,log2,0.966,0.975,0.976
121,2,log2,0.966,0.974,0.976
122,2,log2,0.967,0.975,0.976
123,2,log2,0.967,0.974,0.976
124,2,log2,0.967,0.976,0.976
125,2,log2,0.965,0.975,0.975
126,2,log2,0.967,0.976,0.974
127,2,log2,0.967,0.977,0.974
128,2,log2,0.966,0.977,0.974
129,2,log2,0.966,0.977,0.974
130,2,log2,0.967,0.977,0.974
131,2,log2,0.968,0.977,0.974
